,comment,majority_vote_final,index
784,"None of them are reliable so you're picking the best unreliable SUV? BTW, you only have 3 manufacturers there, VW, Audi and Porsche are the same pile of crap!",negative,784
785,Basically 3 Touareg (2 of them with a different mask) v bmw and merc �,neutral,785
786,I miss Volvo�,neutral,786
787,Mercedes is the imposter from the group,neutral,787
788,I only buy a car based off closing the door. It has to feel right.,neutral,788
789,"£90,000 for a VW??????!",negative,789
790,I like this tests,positive,790
791,The wheels on that Porsche �,neutral,791
792,Wow would never pay that for most of those,negative,792
793,No Lexus?,neutral,793
794,Bmw for me. I like the audi tho,positive,794
795,Audi VW �‍��‍��‍�,neutral,795
796,Which is best? The best on is that one you have!,positive,796
797,Matt. You chose the BMW which surprises absolutely NO-ONE.,positive,797
798,BMW v Mercedes v Three flavors of VW.,neutral,798
799,Why not X5 50e??,neutral,799
800,Should've added a range rover sport pr land rover discovery,neutral,800
801,WHO IS SPENDING THAT MUCH MONEY ON A VOLKSWAGEN,negative,801
802,Sooo very predictable when you reviewing cars where there is BMW. Very predictable.,negative,802
803,Does anyone want to see diesel reviews?,neutral,803
804,i would prefer the mercedes followed by audi. they both look much better than the rest,positive,804
805,"Got to be honest, the BMW is the best inside and out �",positive,805
806,100£  with plastics…,negative,806
807,The Audi q7 is the best suv for your buck. Had mine for 2 years and it’s been amazing. Had a GLE and X5 but the Audi is a better family car,positive,807
808,"Cayenne, q7 and Touareg all on the same platform, parts are the same sometimes",neutral,808
809,"Oh, look, the BMW fan boy at it again..why I'm I not surprised he chose the BMW..for the millionth time�.. and where's the Range Rover Sport in this test...",negative,809
810,What about Volvo�,neutral,810
811,"Having tested the Audi, BMW, Mercedes and Porsche - this is lazy journalism.  The Porsche is the best for build quality and handling (be it hybrid or sport / sport plus mode).  All three and the Mercedes are over priced regardless and therefore 'quality for money' is thrown out of the window as buyers would look elsewhere if that was the priority.  As for the weight and brakes - none of these cars as exactly sports cars.  All are SUVs and weigh accordingly.  The Mercedes is great if you are looking for a boat feel.  The BMW is probably the car closest to the Porsche.  Having owned both a BMW X5 and a Porsche Cayenne, I would say that the Porsche is simply in a class above the BMW and the others in this comparison - be it the hybrid model or any of the pure petrol engines.  In truth though, all these cars really make no sense so whichever someone chooses to buy is likely down to subjective rationale rather than common sense.",positive,811
812,Where are the range rovers or land rovers?,neutral,812
813,Best job in the world,positive,813
814,Id go Q7 everytime if it's a Buy car. Bmw or Porsche if it's a rent,positive,814
815,Wheres range rover,neutral,815
816,"Best is my pre-facelift 4,0L V8 Touareg TDi from 2020. It is about 200 KG lighter than this hybrid weight monsters and delivers instantly power (310kw, 900 Nm beginning from 1.250 revs) every time I needed. And not only for a little time when the battery is fully loaded. For example : with empty battery the Touareg Hybrid has only 450Nm instead of 700NM with full battery. And both are miles away from my 900Nm.",positive,816
817,"Mat, when will we see the Rimac Nevera against the Lucid Air Sapphire?�",neutral,817
818,Faz o Review do novo Corvette zr1 2025 vocês são os melhores �‍↕️�,neutral,818
819,Mat is a BMW fan boy...beamers always win,negative,819
820,Why no Alfa Romeo Stelvio in it?,neutral,820
821,X5 50e for me followed by a cayenne coupe,positive,821
822,German Car❤,neutral,822
823,ill take the q7 i dont have anything against the other cars i just want the audi,positive,823
824,"What does a Volkswagen do among luxury cars? This brand will never enter that market, no matter what they put in a car. They failed lamentably with the Phaeton.",negative,824
825,"Mat, that watch fits you well! class :)",positive,825
826,wolkswagen tourareg has soft closr,neutral,826
827,Matt it’s PorschE not Porsch ��,neutral,827
828,Gear selector on the steering wheel = grandpa driving.,neutral,828
829,"5 cars, 3 manufacturers (VW����)",neutral,829
830,all of them start from 60 smthing k but all of them are +80k�,neutral,830
831,Stelvio,neutral,831
832,"If you want a BMW, buy an M3/4. If you want an Audi, buy a RS6. If you want a Porsche, buy a 911/718. If you want a VW buy a Golf R. If you want an SUV, buy a Defender, Landcruiser. Simple as that.",neutral,832
833,Bmw���,positive,833
834,VW is not a luxury brand.,negative,834
835,"I Will rank the car with my point of you : 1- Mercedes 
2- porche 
3- BMW 
4- Audi 
 Volkswagen",neutral,835
836,Where is XC90?,neutral,836
837,"Without a doubt, the X5 looks more modern.",positive,837
838,BMW allways on top ��,positive,838
839,I might just be american but isn't audi supposed to be nicer then vw? The smaller engine and lower price are very confusing,negative,839
840,They lied to us https://www.youtube.com/watch?v=TOEbs2SzYBo&t=161s,neutral,840
841,Who the fuck has money for this,negative,841
842,Omfg how are they selling anything? People only lease? Or should we raise taxes massively?,negative,842
843,Why no one talking about how unpractical bmw boot,negative,843
844,Is he wearing an IWC?,neutral,844
845,I know some people buying these cars while living in a house that’s cheaper �,neutral,845
846,Should’ve done a rolling race too,neutral,846
847,"90k on average for these cars is astonishing...how do these car companies justify these prices, especially as none of rhem are that special",negative,847
848,Surprised Volvo wasn't added in the mix but perhaps you were sticking to German cars only.,neutral,848
849,"the level of current electric technology requires an extra 800-900 lbs to be added to the car. Why the heck would I want that in a car, specially in a German car that should handle well? No plug-in hybrids for me. I'll take a normal suv that's 800 lbs lighter.",negative,849
850,"BMW X5 is a very old model from 2018. Hello we have 2024, so within a year or something it will be dead.  That's no.1. No. 2 - X5 has radiculous small space in the second row just like in a compact, but what's more flustrating is the access there - the doors opens at absurdic small angle.",negative,850
851,For me the porche looks so dated on the outside compared to the rest which look alot more modern,negative,851
852,The door open and close test is awesome. I know immediately if I like a car or not based solely on whether the doors feel like they’ve been built well or not.,positive,852
853,Prices are insane now ...,negative,853
854,a version of this video but fully specced bentayga vs cullinan vs range vs gls maybach vs purosangue vs 707 vs turbo gt,neutral,854
855,"Not from Germany and a bit old, but still would like to see how well the current XC90 T8 would keep up in this comparison.",neutral,855
856,Mercedes ❤,neutral,856
857,"Sorry all but i would go home in bmw its just the better car in my opinion, but all of them are silly money � �",positive,857
858,Why was Range Rover not included?,neutral,858
859,"And.  As I keep telling you guys.  BMW is inching its way to the top.  Little by little.  And as long as they have the top luxury car in the world, the Rolls Royce, they will one day move their BMW products to the top as well.  Oh well.  �‍♂️",positive,859
860,I agree with the Benz and BMW assessments.  the best in the class,positive,860
861,Mat is so biased towards BMW,negative,861
862,Too much first places for BMW :D,positive,862
863,VW vs VW vs VW vs Merc vs BMW,neutral,863
864,SUV are S*** just for those trying to get a porfilio,negative,864
865,Comparing Q7 to bmw x5 � i believe it should be compared to the x7 for fairness,neutral,865
866,And no one is talking about the fact this are all German cars � let's give them some respect �,neutral,866
867,I’d pick the Audi Q7. Get it in black edition spec and it looks the business �,positive,867
868,� Door open and close really means nothing Mate!  � Definitely not a deal breaker!,neutral,868
869,"Did not even know that that Volkswagen existed, quite love the look of it :)",positive,869
870,"Porsche feels rich,but only for those who knows, for others looks like a normal car.bmw is the manliest car. benz is the sexiest car with more curves, audi looks generations old,vw looks like a typical honda or a Chinese car",neutral,870
871,Why wasn’t the comparison made with an x5 50e?,neutral,871
872,X5 40d… then it would be fair,neutral,872
873,i want to see x50e 45e vs touareg phev etc... i need to buy but i dont know choose,neutral,873
874,I wish this video had an XC90 in,neutral,874
875,Benz over Beamer,neutral,875
876,All cool and all... but I'll take the XC90! I don't like the looks of any of these Germans...,positive,876
877,"Yup. BMW,  but still, they all cost like they are made out of gold.",neutral,877
878,Nice IWC top gun,positive,878
879,My father has a X5 50e. According to him its the best car he has ever owned.,positive,879
880,VW Toureg has to be one of the most pointless SUVs?,negative,880
881,Tbh all these cars are so expensive but when u look at the used car market cars from 3-4 years old are the similar price to a honda civic it shows that they are just depreciation magnets,negative,881
882,WTF have i just watched ? What percentage / mark up do carwow or any other main dealer make on these vehicles ?,negative,882
883,Die Farben sind so langweilig. Wüsste nicht warum man sich solch ein Auto kaufen sollte? Schön ist was anderes,neutral,883
884,"BMW da best
would get audi if it have previous x5 interior - with buttons",positive,884
885,stop testing ev's.....traitor.,negative,885
886,"Its blasphemy to list a VW there, aldo Audi and Porsche are also made by VW, at least they are premium.",negative,886
887,"Idk who needs to hear this, but the Audi is the best vehicle here",positive,887
888,Audi any day,positive,888
889,imagine paying close to 90k for a VW,negative,889
890,It's amazing they're all german. What a manufacturing powerhouse,positive,890
891,how come the VW is more expensive than the Audi?,neutral,891
892,Why did you never talk about the most powerful of Audi’s cars. The SQ7 TDI has a 4.0L V8 with 435hp and it’s of course the most quickest 4x4 diesel !!,positive,892
893,Shoulda stuck the X5 50e in there. Different gravy….,neutral,893
894,"Any car that doesn't include backseat sunshades is an instant loser, imo. There's no reason NOT to have them, especially in a luxury vehicle.",negative,894
895,I cant believe Volkswagen charges 90k for that car. Why even have Audi as a luxury brand if your budget brand charges the same prices�,negative,895
896,"Now, which one would you buy if it had 100,000 miles on it?",neutral,896
897,We're is lexus or range rover?,neutral,897
898,The Touareg is the best,positive,898
899,Wouldn’t the ioniq 5 N or Kia ev6 GT smoke all of these at a cheaper  price?,neutral,899
900,None of them. German crap,negative,900
901,Mercs are the best,positive,901
902,The toureg gear is definitely like grabbing an aliens head��� nice one Mat,positive,902
903,"Matt, the prices these days are ridiculous. Any chance you and your team can produce a graph showing price rises of some sought after cars, and also average wages. Then maybe! Just maybe test old v new, not timed but for good feeling factors and enjoyment. That my friend would be GOLD content �",neutral,903
904,am i the only person that actually hates those electric options? the electric seat moving options in the VW back seats for example...,negative,904
905,"Why do you always forget Lexus Toyota lol. Car and driver on multiple occasions included Lexus when comparing Audi , Mercedes, bmw lol . In stead of a Porsche shove a Lexus in there",neutral,905
906,"Excellent review this,  you were really bang on with all of your observations.  I must admit that even through it all the BM was definitely the one for me,   just the stance, the look,  the alloys it is far and away the best looking. I was really surprised that you went for it as well.  Did make me smile.",positive,906
907,Always use Mat's voice for my 30 min nap but sometimes I wake up early when he says IT'S COMPLETELY FREE.,positive,907
908,PorschE,neutral,908
909,Audi is the best looking for sure�,positive,909
910,I don't see anything,neutral,910
911,"love your comments, well on point!",positive,911
912,Powered rear seats... Now that's VERY MERCEDES!!!,positive,912
913,Easy.Toyota Camry.,neutral,913
914,always bmw is the best car,positive,914
915,The Luxury test is made up by how the doors Sound? Really?,negative,915
916,Common bmw,negative,916
917,in russia any of these cars cost ~200k,neutral,917
918,The fact that the other cars are becoming the same prices as Porsches is crazy,neutral,918
919,Germany ��,neutral,919
920,But what if my baby wants to sit in the drivers seat of my Audi Q7?,neutral,920
921,“Made of scrotums” Classic!�,neutral,921
922,Where is the Aston Martin 707??,neutral,922
923,"So big, so expensive, so not feasible for us average people. Can we see more ‘NORMAL CARS’ say under £40K cost. These big SUV’s are getting boring. Sorry Mat",negative,923
924,XC90?,neutral,924
925,This is a proper test. I like it ��,positive,925
926,"As long as there is no Lexus brand at your list, this video is nothing but trash",negative,926
927,Why is vw being compared to a Porsche Audi Mercedes and bmw,neutral,927
928,Bmw is the best in the world,positive,928
929,Three of those are pretty much the same car �,neutral,929
930,What a set of utterly boring pimped out vans for people obsessed with themselves.,negative,930
931,I used to be a benz tech and the newer GLE is an amazing car to drive. Iv taken them on multiple hour trips to short grocery trips and there's nothing like how comfy and quite it can be on the road. Here in Arizona the roads are either garbage or ok. And these cars make it feel smooth as hell,positive,931
932,"I will just stick to my 1997 Rav4, better than all these over priced tin boxes.",positive,932
933,H,neutral,933
934,Have the made it from scrotums ����������,neutral,934
935,13:52 suit you sir,neutral,935
936,"I feel like we’re going back to a time where Mercedes got stick for the Cars being less quality, but I feel now all new cars are going the same way",neutral,936
937,"Matt, you’re really biased when it comes to BMW’s. That was unfair by far.",neutral,937
938,"I mean you can't compare the X5's drivetrain to the GLE since it's a normal 30d lol, not a M50d.",neutral,938
939,Porsche looks dated,negative,939
940,Which has the quietest cabin?,neutral,940
941,Should’ve added a Range Rover to the video,neutral,941
942,I’m really excited for the X5.,positive,942
943,"I feel happy for the kids in future, coz these will be the old cars in there future �",positive,943
944,Bmw must fire their body designers,neutral,944
945,30 grand on Options which in technology terms is not no people are just being charged for tech that they don’t really need it which doesn’t cost a lot of money,neutral,945
946,I tell you what: None. These are all gross overweight and useless vehicles for the illiterates...,negative,946
947,Who in there right mind would pay that much money for a car .,negative,947
948,And The new Jaguar f pace was not involved in this shocking,neutral,948
949,Having VW but not Lexus there is an L,negative,949
950,Bmw loves carwow im sure �,positive,950
951,X5 M50D suposed to test .....,neutral,951
952,Seats are made from bull-sac not ball-sac ��,neutral,952
953,The oldest one been the better one say so much of the others,positive,953
954,None.....toyota,negative,954
955,"So basically, for all the normal people in the world who actually need a car like this, the Audi is the best. Just get an M3 touring if you're looking for performance - But the Audi will do everything else plus Quattro �",positive,955
956,Why is everyone talking about the 14 second mark on the video. I cant see shit thats funny,neutral,956
957,A few years ago £90k was getting me a 4s or 63 AMG. This is nuts,negative,957
958,need a GLS if you want three good rows (without a heavily knees up position),neutral,958
959,None of these cars are worth the price tag!,positive,959
960,Love these reviews. Porsche and Audi more reliable. BMW - just wait till it needs something fixed ��‍♂️,positive,960
961,"I tried BMw and nothing special, but infotainment is very very good. merc of course no, vw -audi- Porsche is same , but porsche is more satisfied but too much price.  But if I buy I will choose Porsche Cayenne GTS 4.0 engine",positive,961
962,The other cars had much more hp than the q7 thats not fair at all,neutral,962
963,"To the staff @carwow, you need to add the Volvo to these comparisons.",neutral,963
964,Best won.,positive,964
965,Man i get paid quite nice but holy fuck i could and would not afford this shit.... for 100k i have arround 12321321321321321321332132 Cars i would rather buy,negative,965
966,"You should talk about brakes, Q7, Cayenne and Touareg have 6 piston caliper front brake and 4 piston caliper rear brake as standard whereas the rest needs option for that",neutral,966
967,Always BMW ❤,neutral,967
968,"another bmw glazing video by mat... porsche is too expensive (luxury suvs video), q7 is meh looking (wtf?). the x5's handling really shines when the soccer mom of 3 takes it to the track...",negative,968
969,Can u do the same but with jdm brands,neutral,969
970,I really enjoyed the video. Rather hoped the Merc would win.,positive,970
971,"I just saw a silly review of over priced VW's, ugly money pit (bmw) and horrendous reliability (Mercedes Benz) cars...",negative,971
972,What is the brand of your sunglasses?,neutral,972
973,Which one is Mr Blobby’s car?,neutral,973
974,Where is Lexus ?,neutral,974
975,"Couldn't get an X5 50e or M60i? Doesn't seem fair that its a base model, an underpowered one at that, and the others aren't.",negative,975
976,Average price of these cars can't even buy a 1.3l Honda Jazz in Singapore �,negative,976
977,95k für so ein Auto... Sind die bescheuert ...übrigens das gesamte medianvermögen eines deutschen sind nur 68 000€,neutral,977
978,Tio Sake és tu?,neutral,978
979,"� ""Have they made it from Scrotum meat?"" 

That's enough internet for today I'm Done ���",neutral,979
980,"When the camera pans away and you see the person driving, it's not Matt. The guy has a moustache�. Maybe those shots were taken a different time",neutral,980
981,The last hybrid drag race the person who launched the GLE didn't launch it well it would have done better and i choose Mercedes all the way,positive,981
982,Bruh why the fuck is that overpriced vw here its a mainstream brand not luxury,negative,982
983,Id get the Audi. Looks the best out of all cars here in my opinion. Not a fan of the new BMW and Mercedes designs. Especially BMW downgraded their looks by a lot,positive,983
984,"Pointless expensive heavy cars
If you need an off roader buy a Land Cruiser
If you want luxury and space buy a large estate car",negative,984
985,Should be bmw v merc v 3 vws,neutral,985
986,Cayenne’s front end is the ugliest part of that car ���,negative,986
987,Audi mmi and climate control is a deal breaker.  Absolutely crap. Laggy and unresponsive.,negative,987
988,Shock. Matt says the BMW is the best even though he said it wasn't as good as the rest on many aspects compared to the others. #mattsonbmwspayroll,positive,988
989,The Mercedes back seats needs the call to prayer sound track,neutral,989
990,"Mercedes could have done a lot more for the 2024 GLE facelift on the exterior and interior. That *cough cough* sac* leather looks cheap and needed to add items like Digital Key, a digital rearview mirror and added more interior ambient lighting elements.",negative,990
991,Who would pay that for a Toureg?! Should have had a X5 40d or 50e. Haven't seen video yet.,negative,991
992,I got myself an X5 50e plugin Hybrid a few months ago and it’s the best decision I’ve ever made.,positive,992
993,Where is the Range Rover sport?,neutral,993
994,Who cares how the doors sound when it shut ���,positive,994
995,Really AMAZING German SUV's just im gonna say ☝️اللهم أرزقنا ياالله,positive,995
996,"I’d like to see how the new Grand Cherokee holds up, given they charge similar pricing now",neutral,996
997,Totally agree with almost everything,positive,997
998,"All BMW, Mercedes, Audi and Porsche look the same both inside and outside what on earth is this new trend? Oh well, cost saving!",negative,998
999,"The Audi Q8 won,  because.",positive,999
1000,Why did they remove the night vision part,neutral,1000
1001,"Easy: 
1) touareg - price/value
2) porsche - best quality from vw
3) bmw - not from vw
4) audi - expensive vw with better materials, but worse reliability 
5) MB - expensive piece of unreliable ***t so cheap �",neutral,1001
1002,strange that BMW's win every time...lmao,negtaive,1002
1003,I will never choose anything over the x5,negative,1003
